student code,"q3a: You used a single fixed pulley to lift a watermelon to your tree house.  If you changed it to a single movable pulley and ignore the effects of friction, the distance pulled would:

Correct option = 1, ""Increase""",,q3b: Explain your reasoning about the distance pulled. ,q3b code,"q3c: the applied force required would: 

Correct option = 2, ""Decrease""",,q3d:Explain your reasoning about the applied force required. ,q3d code,"q4: Which of the following will require less applied force to lift a load to a height of 2 meters using a single fixed pulley? 

Correct option = 1, ""A well-oiled pulley""",,q4a: Explain your reasoning about the applied force required. ,q4a code,"q7a1: You used a single fixed pulley to lift a watermelon to your tree house.  If you used a single movable pulley instead and ignore the effects of friction, the applied force needed would: 

Correct option = 2, ""Decrease""",,q7a2: Explain your reasoning about the applied force needed.,q7a2 code,"q7b1: ...the work done would: 

Correct option = 3, ""Stay the same""",,q7b2: Explain your reasoning about the work done.,q7b2 code,"q9: Jane is lifting a box straight up to a height of 1 meter. Mary is using the pulley shown below to lift the same box to the same height.  If you ignore friction, what can you tell about the work done by Jane and Mary?

Correct option = 3, ""Jane and Mary are doing the same work""",,q9a: Explain your reasoning about the work done in this question.,q9a code,"q10: Which of the following will require more work to lift a load to a height of 2 meters if you are using a single fixed pulley? 

Correct option = 2, ""A rusty pulley that needs to be oiled""",,q10a: Explain your reasoning about the work required. ,q10a code,"q11: Jacob uses a fixed pulley to lift a box 1 meter. He then uses the same pulley to lift an identical box 2 meters. In which condition did Jacob do more work?

Correct option = 2, ""When lifting the box 2 meters""",,q11a: Explain your reasoning about the work done in this question.,q11a code,"q13: If you ignore friction, which one of the following pulley set-ups will give the most mechanical advantage?
 
Correct option =  4, ""A double compound pulley""",,q13a: Explain your reasoning about mechanical advantage in this question.,q13a code,"q14: If you ignore friction, which one of the following pulley set-ups will give more mechanical advantage?

Correct option = 3, ""Pulley set-up A and Pulley set-up B will give you the same mechanical advantage""",,q14a: Explain your reasoning about mechanical advantage in this question.,q14a code
Pulley9-10-185,3,Stay the same,Same amount of string.,0,2,Decrease,The applied force would decrease.,1,1,A well-oiled pulley,Less friction with a well oiled pully.,2,2,Decrease,The applied force would decrease.,1,3,Stay the same,The load or the hieght you are lifting it to would stay the same and then the work would not change.,3,3,Jane and Mary are doing the same work,The load and the height you are lifting it stays the same and so does work.,3,3,Both pulleys will require the same work,Fristion doesnt chande work.,0,2,When lifting the box 2 meters,The more hieght the more work. ,1,4,A double compound pulley,I learned it in class and in simulations. ,1,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,adding a fixed pully doesnt do anything.,1
Pulley9-10-184,1,Increase,You have to move it farther since its movable. ,1,2,Decrease,When distance goes up Force goes down. ,2,1,A well-oiled pulley,It wouldnt have as much friction ,2,2,Decrease,With more pulleys and if it moves you dont have to use as much force as u would with a single one and it stays. ,1,3,Stay the same,IF there is no friction then it would stay the same but if there was friction input work would be higher than output work. ,1,1,Jane is doing more work,Jane is doing more work but mary is using more applied force. ,0,1,A well-oiled pulley,NO friction ,0,3,The amount of work done was the same,He was still using the same amount of work he was just lifting it to a higher height. ,0,4,A double compound pulley,The lenght would be longer ,2,4,Not enough information to decide,You would have to no the lenght and height. ,0
Pulley9-10-183,1,Increase,Because you would have to pull the pulley up along with the load. ,1,2,Decrease,Because you use less applied force.,1,1,A well-oiled pulley,because there is less friction if any.,2,3,Stay the same,Because there is less applied force in a single moveable pulley. ,1,2,Decrease,Not quite sure.,0,2,Mary is doing more work,Mary is doing more work.,0,2,A rusty pulley that needs to be oiled,There is more friction therefore more work.,2,2,When lifting the box 2 meters,Because you have to lift it higher.,1,4,A double compound pulley,Not quite sure.,0,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,Because an extra fixed pulley doesnt change anything.,1
Pulley9-10-182,1,Increase,because you are pulling up and the load is moving up also,1,1,Increase,you pull up and the object moves up ,0,1,A well-oiled pulley,when a pulley is rusty so it has more friction,2,1,Increase,you are pulling in the same direction the load is getting lifted,0,3,Stay the same,work only increases when there is friction,1,1,Jane is doing more work,the distance pulled is different because when you use a pulley it reduces your applyed force,0,2,A rusty pulley that needs to be oiled,when there is friction your work goes up,2,2,When lifting the box 2 meters,he pulled a longer distance ,1,4,A double compound pulley,you are using more pulleys and themore pulleys more MA,1,2,Pulley set-up B,More pulleys more MA,0
Pulley9-10-181,1,Increase,a single movable pulley would have an MA of 2 so if the distance lifted was 1 meter than 1 meter x 2 = 2 meters.,2,2,Decrease,the more the MA the less applied force and the MA is two for the movable and the MA for fixed is one.,2,1,A well-oiled pulley,"a well oiled pulley would have less friction, and the less friction the less applied force. ",2,2,Decrease,the more MA the less applied force and the movable's MA is two and the fixed's MA is one. ,2,1,Increase,3,3,3,Jane and Mary are doing the same work,if friction is at zero and the load is being lifted to the same height for any pulley system work is the same.,3,3,Both pulleys will require the same work,the work is the same if the load is being lifted to the same height for the same pulley system with friction. ,0,2,When lifting the box 2 meters,if the distance lifted is larger the work is larger.,1,4,A double compound pulley,it has a MA of 4.,2,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,they both have one supporting strand which means more MA.,2
Pulley9-10-180,1,Increase,because movable pulleys double the distance pulled,1,2,Decrease,as distance pulled increases applied force deacreases,2,1,A well-oiled pulley,the less friction the better,2,2,Decrease,because distance went up ,2,3,Stay the same,youre still lifting it to the same hight,3,3,Jane and Mary are doing the same work,they are lifting the same load to the same hight.,3,3,Both pulleys will require the same work,work does not change with friction,0,2,When lifting the box 2 meters,the same box to a higher hight,1,4,A double compound pulley,the distance is maximized and the force is minimized,2,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,same distance same load,2
Pulley9-10-18,3,Stay the same,it is still lifted the to the same height,0,2,Decrease,a movable pulley requires less amount of applied force,1,1,A well-oiled pulley,it has a better surface which will make it be more consistent,1,2,Decrease,movable pulleys require less force,1,3,Stay the same,with no fricton work stays the same,1,3,Jane and Mary are doing the same work,ignoring friction same amount of work,1,2,A rusty pulley that needs to be oiled,it wont be as consistent,1,2,When lifting the box 2 meters,the force is increasing so the work is too,0,4,A double compound pulley,the double compound has the least amount of force so it has to have the highest MA,1,2,Pulley set-up B,the more pulleys the less force the more MA,0
Pulley9-10-179,3,Stay the same,same amount of pullys,0,3,Stay the same,a single pully is still a single pully,0,1,A well-oiled pulley,less friction letting the pully turn,2,3,Stay the same,they the only thing that changes applied forse is how many pullys there are,0,3,Stay the same,you pull the pully the same distance and get the same results,1,2,Mary is doing more work,mary is doing more work but she is using less forse,0,1,A well-oiled pulley,if the pully wheel is not turning because of rust there is more friction making more work,0,2,When lifting the box 2 meters,same everything just lifting it higher,1,4,A double compound pulley,u haft to pull a longer distance but you are using less force,2,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,you are puling the same load just over two pullys,1
Pulley9-10-178,1,Increase,"their is no friction, and it will be way eayser.",1,2,Decrease,it would be really easy. ,1,1,A well-oiled pulley,it will be eayser because it is oiled.,1,,,it is just like carring a feather.,0,3,Stay the same,you are still pulling with the same amount of string.,0,1,Jane is doing more work,she has to just lift it.,0,1,A well-oiled pulley,it is oiled.,0,2,When lifting the box 2 meters,he had to lift it higher.,1,1,One fixed pulley,their is jult one pulley weel.,0,1,Pulley set-up A,their is less pulley weels.,0
Pulley9-10-177,1,Increase,The distance pulled would increce because the single movabke is under more gravity,0,3,Stay the same,The only reason is that you have to have more supporting strands to make a differance,0,3,Both pulleys will require the same applied force,you need more supporting strands to have an effect on applied force,0,3,Stay the same,You need more supporting strands to make a differance,0,1,Increase,0,0,1,Jane is doing more work,because this pully will help more because of how many pully wells thre are,0,2,A rusty pulley that needs to be oiled,the work will increce because you have to pull harder,1,1,When lifting the box 1 meter,Because of the eqation,0,4,A double compound pulley,Because you have more supporting strands,2,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,they dont have any supporting strands,0
Pulley9-10-176,3,Stay the same,i guessed on this one,0,3,Stay the same,also guessed on this one to   sorry.,0,1,A well-oiled pulley,a oiled pulley would work better,1,2,Decrease,?,0,2,Decrease,?,0,1,Jane is doing more work,????????????????????????????????????????????????????????????,0,2,A rusty pulley that needs to be oiled,?????????,0,3,The amount of work done was the same,?,0,4,A double compound pulley,?,0,2,Pulley set-up B,???????????,0
Pulley9-10-175,2,Decrease,i think this becouse a fixed pully is better than a movibal pully.,0,1,Increase,becouse it is harder to use a movibal pully over a fixed pully.,0,1,A well-oiled pulley,i think a well oild one becouse it has less friction and that means less force.,2,1,Increase,becouse it is harder to use a movibal over a fixed pully so it would take more force.,0,2,Decrease,i think this becouse it get work you use distance and this pully has smaller distance.,0,1,Jane is doing more work,Jane will have to use more force and get less distance and thats how you you get work applied force divited by distance object moved. ,0,2,A rusty pulley that needs to be oiled,a rusty one becouse it will make more friction wich takes more applied force and makes less distance.which is what work is applied force divided by distance.,2,2,When lifting the box 2 meters,becose the mumbers will be bigger on the second one so it will be a little higher of work.,1,4,A double compound pulley,becouse with a double compound you can lighed a load higher (distance) and the string is pulled fairther.,1,2,Pulley set-up B,becouse the string will be pulled farther the the sitance will be bigger.,0
Pulley9-10-174,3,Stay the same,The distance pulled always stays the same.,0,3,Stay the same,They have the same force while doing work.,0,1,A well-oiled pulley,The well oiled one would make it much easier to use.,1,3,Stay the same,They do the same with both pulleys.,0,3,Stay the same,The pulleys are similar and stay the same when doing the same work,1,1,Jane is doing more work,The pulley makes the work much easier,0,2,A rusty pulley that needs to be oiled,The rusty one would make it much harder to lift than a well oiled one. ,1,2,When lifting the box 2 meters,The more distance goes up the more work does,1,4,A double compound pulley,Its the one that gives the least work,0,2,Pulley set-up B,its less work,0
